galaxy,radius_kpc,v_obs_kms,e_vobs_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_baryon_kms
NGC5005,2.46,245.0,7.67,60.52,244.17,190.74,315.6951170037319
NGC5005,2.95,244.0,23.3,69.43,261.9,174.18,322.10372133832914
NGC5005,3.44,261.0,23.3,75.4,273.58,161.3,326.41823846102716
NGC5005,3.93,259.0,22.7,73.37,276.37,150.91,323.32238075951375
NGC5005,4.42,258.0,22.7,68.82,276.54,142.3,318.52763459392344
NGC5005,4.92,258.0,22.5,65.78,278.71,134.88,316.54207761370367
NGC5005,5.74,261.0,22.4,61.84,282.13,124.87,314.6649637312677
NGC5005,6.56,263.0,22.4,59.41,284.24,116.81,312.9960092397346
NGC5005,7.37,264.0,22.3,58.09,281.24,110.2,307.59458008879153
NGC5005,8.19,265.0,22.2,58.09,279.02,104.54,303.57078268502715
NGC5005,9.01,265.0,22.2,58.19,277.3,99.67,300.3589103056542
NGC5005,9.83,264.0,22.0,57.28,272.35,95.42,294.2116539160201
NGC5005,10.65,264.0,21.9,55.06,264.11,91.67,284.93698355952324
NGC5005,11.47,265.0,22.0,51.82,254.75,88.34,274.56662306260023
NGC5033,0.76,206.0,16.0,2.44,95.41,277.3,293.26491726764726
NGC5033,2.28,214.0,10.0,5.15,214.07,218.08,305.63274333748996
NGC5033,3.8,222.0,8.0,8.48,237.47,168.95,291.5613379719609
NGC5033,5.33,224.0,8.0,16.65,222.81,142.66,265.0912940856414
NGC5033,6.85,225.0,8.0,22.4,206.17,125.84,242.5768630764278
NGC5033,8.0,222.0,6.0,24.58,191.74,116.44,225.66939890024966
NGC5033,10.28,220.0,3.0,28.49,177.55,102.72,207.09196266393346
NGC5033,12.56,218.0,2.0,30.21,168.02,92.93,194.36910608427462
NGC5033,14.91,219.0,2.0,36.41,156.39,85.29,181.81832773403235
NGC5033,17.15,217.0,2.0,41.69,147.04,79.53,172.28998403853893
NGC5033,19.39,218.0,2.0,45.72,140.32,74.79,165.44958416387755
NGC5033,21.64,220.0,2.0,51.92,136.88,70.8,162.6175291904289
NGC5033,24.01,222.0,2.0,56.74,130.88,67.21,157.69015853882573
NGC5033,26.25,218.0,3.0,58.35,124.11,64.28,151.45934437993586
NGC5033,28.5,217.0,3.0,56.74,118.34,61.69,145.01530712307581
NGC5033,30.87,207.0,3.0,53.3,113.45,59.28,138.6575309891244
NGC5033,33.12,199.0,3.0,51.34,109.2,57.23,133.5503968545208
NGC5033,35.36,191.0,3.0,48.7,105.32,55.39,128.57699833173893
NGC5033,37.73,193.0,3.0,46.75,101.61,53.62,124.0373290586346
NGC5033,39.98,192.0,3.0,45.26,98.44,52.09,120.21759147479207
NGC5033,42.22,194.0,4.0,43.99,95.58,50.69,116.79097824746567
NGC5033,44.59,196.0,5.0,42.84,92.77,49.32,113.46365453307064
NGC5055,0.72,125.0,17.6,2.2,201.48,0.0,201.4920107597321
NGC5055,1.43,162.0,8.5,3.72,240.13,0.0,240.15881266362055
NGC5055,2.16,178.0,5.22,4.09,263.27,0.0,263.30176793937403
NGC5055,2.87,193.0,1.88,5.34,280.74,0.0,280.7907818999762
NGC5055,3.59,192.0,3.59,6.03,273.32,0.0,273.3865089941345
NGC5055,4.3,190.0,0.97,5.11,272.18,0.0,272.22796421381844
NGC5055,5.03,195.0,0.99,8.42,273.73,0.0,273.85946998415085
NGC5055,5.75,201.0,0.45,14.42,276.2,0.0,276.5761674475948
NGC5055,6.46,204.0,0.81,19.11,279.72,0.0,280.372021607007
NGC5055,7.18,204.0,0.65,22.51,275.62,0.0,276.53767284042874
NGC5055,7.91,206.0,0.66,25.8,271.43,0.0,272.65341534629636
NGC5055,8.62,206.0,1.54,28.49,267.09,0.0,268.6051901955731
NGC5055,11.49,206.0,1.9,33.07,245.58,0.0,247.79661276942429
NGC5055,14.3,206.0,0.42,45.73,225.03,0.0,229.62955776641647
NGC5055,17.19,203.0,4.19,47.26,208.52,0.0,213.808554552899
NGC5055,20.07,200.0,1.23,44.56,190.41,0.0,195.55449803060014
NGC5055,22.96,194.0,4.09,40.45,175.86,0.0,180.45204930950496
NGC5055,25.85,188.0,5.2,37.41,164.23,0.0,168.43693478569358
NGC5055,28.74,184.0,1.16,38.46,154.38,0.0,159.0985732179896
NGC5055,31.62,182.0,2.47,40.22,146.2,0.0,151.63142286478748
NGC5055,34.51,180.0,3.85,42.57,139.3,0.0,145.65951702515014
NGC5055,37.4,181.0,8.43,40.57,133.34,0.0,139.3753224211517
NGC5055,40.29,180.0,4.55,41.86,128.12,0.0,134.78499174611395
NGC5055,43.17,179.0,0.44,42.92,123.52,0.0,130.76435599963776
NGC5055,45.92,179.0,1.96,44.68,119.59,0.0,127.66389661920869
NGC5055,48.81,179.0,2.99,44.56,115.83,0.0,124.10552969146862
NGC5055,51.7,174.0,3.39,43.74,112.43,0.0,120.63868575212514
NGC5055,54.59,172.0,4.84,41.74,109.32,0.0,117.01747732710699
NGC5371,1.45,216.0,10.0,0.0,240.9,0.0,240.9
NGC5371,2.88,215.0,7.0,0.0,232.56,0.0,232.56
NGC5371,4.33,215.0,5.0,0.0,235.54,0.0,235.54
NGC5371,5.78,214.0,4.0,0.0,243.76,0.0,243.76
NGC5371,7.22,215.0,4.0,0.0,245.32,0.0,245.32
NGC5371,8.66,221.0,3.0,0.0,253.0,0.0,253.0
NGC5371,11.55,233.0,3.0,11.24,281.58,0.0,281.8042476613864
NGC5371,14.48,237.0,3.0,27.45,299.81,0.0,301.0640108016898
NGC5371,17.28,242.0,3.0,40.74,295.15,0.0,297.94843530382906
NGC5371,20.2,241.0,3.0,51.22,293.48,0.0,297.91609355655834
NGC5371,23.12,240.0,3.0,57.81,284.89,0.0,290.69624730979933
NGC5371,26.04,234.0,3.0,56.95,267.33,0.0,273.32879723878347
NGC5371,28.84,226.0,3.0,55.22,249.73,0.0,255.76223587543174
NGC5371,31.76,213.0,3.0,52.84,235.27,0.0,241.13074980184507
NGC5371,34.68,207.0,3.0,50.68,223.76,0.0,229.4275484766378
NGC5371,37.48,208.0,4.0,48.19,210.28,0.0,215.7312089151683
NGC5371,40.4,209.0,4.0,45.17,200.01,0.0,205.04713848283765
NGC5371,43.32,207.0,4.0,42.57,191.48,0.0,196.1550287400249
NGC5371,46.24,213.0,6.0,40.95,184.17,0.0,188.66767449671923
NGC5585,0.09,11.2,2.02,0.32,12.72,0.0,12.724024520567383
NGC5585,0.26,26.5,1.03,0.96,26.94,0.0,26.957099250475746
NGC5585,0.43,33.7,1.03,1.6,35.34,0.0,35.37620103968204
NGC5585,0.6,32.7,1.12,2.25,40.03,0.0,40.09318395937145
NGC5585,0.77,33.7,1.03,2.89,43.26,0.0,43.35642628261697
NGC5585,0.94,35.7,2.24,3.55,45.85,0.0,45.987226487362776
NGC5585,1.11,37.8,3.35,4.2,48.05,0.0,48.23320951377795
NGC5585,1.28,41.8,3.35,4.86,48.94,0.0,49.1807197995312
NGC5585,1.46,43.9,2.14,5.23,50.17,0.0,50.441865548371624
NGC5585,1.63,44.9,1.25,5.36,51.3,0.0,51.57925552002471
NGC5585,2.05,53.2,1.6,5.65,53.95,0.0,54.24504585674161
NGC5585,2.74,64.3,0.9,9.45,56.61,0.0,57.39333236535408
NGC5585,3.42,73.1,2.4,11.66,56.83,0.0,58.01383024762285
NGC5585,4.11,76.2,4.4,15.23,58.16,0.0,60.12103209360265
NGC5585,4.79,78.4,3.8,19.76,56.9,0.0,60.233442538178075
NGC5585,5.48,83.1,3.1,23.04,53.88,0.0,58.59945392237031
NGC5585,6.16,88.0,3.0,26.02,50.76,0.0,57.040494387759296
NGC5585,6.85,89.9,2.4,27.47,47.3,0.0,54.698180042849685
NGC5585,7.53,90.6,2.8,29.11,43.89,0.0,52.66615801442137
NGC5585,8.21,91.6,2.6,31.03,41.41,0.0,51.74600467668977
NGC5585,8.9,92.3,1.4,32.1,39.37,0.0,50.79770565685029
NGC5585,9.57,90.9,1.0,32.38,37.7,0.0,49.696623627767714
NGC5585,10.31,89.6,2.7,32.77,36.11,0.0,48.76274192454727
NGC5585,10.96,89.4,2.7,32.48,34.88,0.0,47.66093578602921
NGC5907,5.03,214.0,6.0,0.0,178.85,0.0,178.85
NGC5907,7.55,220.0,6.0,0.0,207.41,0.0,207.41
NGC5907,10.07,235.0,4.0,0.0,227.06,0.0,227.06
NGC5907,12.58,235.0,4.0,16.93,232.81,0.0,233.42476518141774
NGC5907,15.1,230.0,2.0,24.45,224.63,0.0,225.95672019216423
NGC5907,17.61,231.0,2.0,31.1,217.25,0.0,219.46474090386363
NGC5907,20.13,232.0,2.0,42.26,208.93,0.0,213.16109518390076
NGC5907,22.65,225.0,7.0,53.67,198.38,0.0,205.51178384705827
NGC5907,25.16,224.0,7.0,49.79,187.6,0.0,194.09483274935477
NGC5907,27.68,229.0,2.0,54.3,177.97,0.0,186.069371203323
NGC5907,30.2,218.0,2.0,64.08,169.55,0.0,181.25520378736718
NGC5907,32.71,214.0,2.0,61.58,162.23,0.0,173.52426141609132
NGC5907,35.23,213.0,2.0,64.96,155.53,0.0,168.5508306120145
NGC5907,37.75,211.0,2.0,61.95,149.39,0.0,161.72561516346136
NGC5907,40.26,217.0,2.0,63.21,143.82,0.0,157.09772913699294
NGC5907,42.78,216.0,3.0,60.7,138.81,0.0,151.50150527305001
NGC5907,45.29,215.0,3.0,60.57,134.25,0.0,147.28132060787615
NGC5907,47.81,217.0,5.0,60.07,130.16,0.0,143.35281824924127
NGC5907,50.33,214.0,5.0,62.33,126.52,0.0,141.04020455175183
NGC5985,3.54,223.0,8.0,-9.23,117.85,111.1,162.22523046678035
NGC5985,4.23,230.0,6.13,-10.88,124.82,101.71,161.37946244798314
NGC5985,4.97,248.0,5.1,-12.52,131.42,93.86,161.98045067229563
NGC5985,5.74,258.0,6.6,-13.93,141.81,87.33,167.12465377675431
NGC5985,6.47,263.0,7.0,-14.91,151.83,82.27,173.3291951749618
NGC5985,7.22,272.0,6.25,-15.46,163.57,77.87,181.81829775905393
NGC5985,8.02,287.0,4.01,-16.0,173.43,73.88,189.18831702829857
NGC5985,8.79,289.0,7.25,-16.33,181.85,70.57,195.74528423438457
NGC5985,9.5,292.0,6.93,-16.22,190.1,67.89,202.5096306351873
NGC5985,10.27,302.0,10.4,-15.46,200.43,65.29,211.36220239200762
NGC5985,11.08,302.0,10.3,-13.5,209.52,62.86,219.162633676455
NGC5985,11.82,304.0,10.4,-9.2,214.14,60.86,222.8105006502162
NGC5985,12.56,303.0,10.4,5.72,217.36,59.04,225.30825462019806
NGC5985,13.39,305.0,10.1,13.39,220.24,57.18,227.93530244347846
NGC5985,14.1,300.0,8.78,17.64,222.33,55.72,229.88370298914188
NGC5985,14.93,295.0,9.72,21.66,222.27,54.15,229.79410566853105
NGC5985,15.64,294.0,5.32,24.38,221.26,52.91,228.80087434273497
NGC5985,16.35,290.0,5.32,26.24,221.1,51.75,228.586548379383
NGC5985,17.18,291.0,4.03,27.98,220.98,50.48,228.39280023678504
NGC5985,17.89,286.0,3.25,29.72,218.99,49.47,226.46672912372804
NGC5985,18.72,287.0,3.61,31.57,215.15,48.36,222.76641802569793
NGC5985,19.44,294.0,3.35,33.2,212.39,47.46,220.14586914134907
NGC5985,20.26,290.0,3.75,35.16,210.49,46.49,218.41150564931326
NGC5985,20.98,288.0,3.04,37.01,208.75,45.68,216.8708486634384
NGC5985,21.69,290.0,6.4,38.65,206.74,44.93,215.0673266677205
NGC5985,22.52,294.0,4.19,40.5,204.38,44.09,212.96798468314432
NGC5985,23.23,297.0,4.12,41.91,202.43,43.41,211.23158168228537
NGC5985,24.06,293.0,5.15,43.22,200.72,42.66,209.70541814650377
NGC5985,24.77,291.0,6.21,44.2,199.42,42.04,208.54097439112533
NGC5985,25.95,297.0,4.0,45.18,197.86,41.07,207.06655186195573
NGC5985,28.92,292.0,4.0,43.33,193.43,38.91,202.0065392505896
NGC5985,31.76,288.0,4.0,45.72,184.74,37.13,193.9015804474012
NGC5985,34.72,285.0,4.0,47.57,180.34,35.51,189.85884388144788
NGC6015,0.34,35.5,2.1,-2.27,41.97,0.0,42.03134306681146
NGC6015,0.67,62.4,4.2,-3.73,62.26,0.0,62.37163217360918
NGC6015,1.0,90.7,3.8,-5.02,80.4,0.0,80.55656646108994
NGC6015,1.32,104.0,2.0,-6.13,86.74,0.0,86.95633674436843
NGC6015,1.65,105.0,2.4,-7.07,92.13,0.0,92.40087553697745
NGC6015,1.98,108.0,2.0,-7.85,97.94,0.0,98.25408948232129
NGC6015,2.31,116.0,2.3,-8.46,104.95,0.0,105.29042739014787
NGC6015,2.63,130.0,3.3,-8.8,112.27,0.0,112.61435476883042
NGC6015,2.96,141.0,2.2,-8.85,120.94,0.0,121.26337493241725
NGC6015,3.28,146.0,1.6,-8.55,129.34,0.0,129.622290135609
NGC6015,3.61,150.0,1.4,-7.82,137.29,0.0,137.51253215616384
NGC6015,3.94,152.0,1.1,-6.39,143.65,0.0,143.79205332701804
NGC6015,4.27,155.0,1.3,-3.64,148.22,0.0,148.26468898561112
NGC6015,4.6,152.0,1.8,4.74,149.97,0.0,150.04488828347334
NGC6015,4.94,150.0,2.4,8.31,149.81,0.0,150.04030191918437
NGC6015,5.3,147.0,5.5,11.17,147.82,0.0,148.24142909456856
NGC6015,5.63,145.0,3.8,13.71,145.9,0.0,146.54273813464795
